name,lat,lon,skipped
StartS,39.5262908,2.7153024,0
StartP,39.5262473,2.7153839,0
1,39.5244190,2.7092579,0
1S,,,1
1P,,,1
2,39.5276145,2.7140048,0
2S,,,1
2P,,,1
3,39.5243931,2.7092330,0
3S,,,1
3P,,,1
4,39.5276243,2.7139867,0
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5267950,2.7148624,0
FinishP,39.5268619,2.7149864,0
