name,lat,lon,skipped
StartS,39.5035847,2.6702272,0
StartP,39.5020504,2.6706088,0
1,39.5032894,2.6564625,0
1S,,,1
1P,,,1
2,39.5052847,2.6680333,0
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5057067,2.6675678,0
FinishP,39.5045218,2.6677396,0
