name,lat,lon,skipped
StartS,37.0618507,-8.1322313,0
StartP,37.0620845,-8.1320048,0
1,37.0522908,-8.1243917,0
1S,,,1
1P,,,1
2,37.0593926,-8.1201389,0
2S,,,1
2P,,,1
3,,,1
3S,37.0673834,-8.1276243,0
3P,37.0668924,-8.1282925,0
4,37.0594087,-8.1201001,0
4S,,,1
4P,,,1
5,37.0669426,-8.1283036,0
5S,,,1
5P,,,1
FinishS,37.0669294,-8.1287922,0
FinishP,37.0668139,-8.1287823,0
