name,lat,lon,skipped
StartS,39.4932031,2.7005601,0
StartP,39.4932536,2.7013556,0
1,39.4914064,2.7006326,0
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5063355,2.7073336,0
FinishP,39.5064172,2.7071412,0
