name,lat,lon,skipped
StartS,37.0562720,-8.1406606,0
StartP,37.0550530,-8.1429157,0
1,37.0677156,-8.1508521,0
1S,,,1
1P,,,1
2,37.0593879,-8.1595264,0
2S,,,1
2P,,,1
3,37.0472476,-8.1505134,0
3S,,,1
3P,,,1
4,37.0593973,-8.1595382,0
4S,,,1
4P,,,1
5,37.0472448,-8.1504911,0
5S,,,1
5P,,,1
FinishS,37.0474789,-8.1498086,0
FinishP,37.0474038,-8.1496978,0
