name,lat,lon,skipped
StartS,39.5210712,2.6912641,0
StartP,39.5199515,2.6918560,0
1,39.5168102,2.6782360,0
1S,,,1
1P,,,1
2,39.5097900,2.6847287,0
2S,,,1
2P,,,1
3,,,1
3S,39.5115037,2.6979504,0
3P,39.5119496,2.6978828,0
4,39.5098634,2.6846606,0
4S,,,1
4P,,,1
5,39.5121447,2.6978143,0
5S,,,1
5P,,,1
FinishS,39.5132984,2.6979600,0
FinishP,39.5132698,2.6976419,0
