name,lat,lon,skipped
StartS,37.0481592,-8.1177602,0
StartP,37.0478139,-8.1189243,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0691542,-8.1219936,0
FinishP,37.0691929,-8.1236425,0
