name,lat,lon,skipped
StartS,39.5210741,2.6910892,0
StartP,39.5193353,2.6925351,0
1,39.5168347,2.6782043,0
1S,,,1
1P,,,1
2,39.5098808,2.6845889,0
2S,,,1
2P,,,1
3,,,1
3S,39.5115458,2.6979747,0
3P,39.5119852,2.6977994,0
4,39.5098760,2.6846625,0
4S,,,1
4P,,,1
5,39.5120788,2.6977739,0
5S,,,1
5P,,,1
FinishS,39.5127145,2.6980142,0
FinishP,39.5127931,2.6976617,0
