name,lat,lon,skipped
StartS,39.5265517,2.7143950,0
StartP,39.5265442,2.7146152,0
1,39.5205462,2.7112863,0
1S,,,1
1P,,,1
2,,,1
2S,39.5234999,2.7163746,0
2P,39.5234280,2.7164160,0
3,39.5205426,2.7112416,0
3S,,,1
3P,,,1
4,39.5235419,2.7162979,0
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5259175,2.7153494,0
FinishP,39.5259127,2.7151156,0
