name,lat,lon,skipped
StartS,37.0562062,-8.1410182,0
StartP,37.0548358,-8.1435322,0
1,37.0665659,-8.1509765,0
1S,,,1
1P,,,1
2,37.0581002,-8.1587274,0
2S,,,1
2P,,,1
3,,,1
3S,37.0472412,-8.1505255,0
3P,37.0470222,-8.1508542,0
4,37.0580983,-8.1587225,0
4S,,,1
4P,,,1
5,37.0471452,-8.1512399,0
5S,,,1
5P,,,1
FinishS,37.0475576,-8.1499476,0
FinishP,37.0473630,-8.1498522,0
