name,lat,lon,skipped
StartS,37.0483113,-8.1176472,0
StartP,37.0481768,-8.1184781,0
1,37.0533296,-8.1216768,0
1S,,,1
1P,,,1
2,,,1
2S,37.0479558,-8.1182317,0
2P,37.0482769,-8.1177185,0
3,37.0533266,-8.1216547,0
3S,,,1
3P,,,1
4,37.0479623,-8.1182558,0
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0479785,-8.1180767,0
FinishP,37.0480365,-8.1181222,0
