name,lat,lon,skipped
StartS,37.0611014,-8.1454792,0
StartP,37.0607386,-8.1457845,0
1,37.0603665,-8.1472188,0
1S,,,1
1P,,,1
2,37.0594886,-8.1214388,0
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0599404,-8.1214946,0
FinishP,37.0599817,-8.1210728,0
