name,lat,lon,skipped
StartS,37.0690524,-8.1291829,0
StartP,37.0694556,-8.1289371,0
1,37.0643663,-8.1253071,0
1S,,,1
1P,,,1
2,37.0691777,-8.1284881,0
2S,,,1
2P,,,1
3,37.0643549,-8.1253048,0
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0650487,-8.1246562,0
FinishP,37.0651264,-8.1248288,0
