name,lat,lon,skipped
StartS,37.0609327,-8.1321248,0
StartP,37.0603972,-8.1318054,0
1,37.0584454,-8.1378708,0
1S,,,1
1P,,,1
2,37.0592654,-8.1358648,0
2S,,,1
2P,,,1
3,37.0584463,-8.1378728,0
3S,,,1
3P,,,1
4,,,1
4S,37.0609525,-8.1320204,0
4P,37.0606771,-8.1318071,0
5,37.0593041,-8.1358611,0
5S,,,1
5P,,,1
FinishS,37.0608703,-8.1317339,0
FinishP,37.0607852,-8.1319415,0
