name,lat,lon,skipped
StartS,39.5254370,2.6905093,0
StartP,39.5275417,2.6886015,0
1,39.5307808,2.6975437,0
1S,,,1
1P,,,1
2,,,1
2S,39.5247013,2.6874122,0
2P,39.5246001,2.6875293,0
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5254398,2.6905215,0
FinishP,39.5275628,2.6886095,0
