name,lat,lon,skipped
StartS,37.0596559,-8.1293345,0
StartP,37.0600317,-8.1284064,0
1,37.0522059,-8.1243864,0
1S,,,1
1P,,,1
2,37.0579403,-8.1195504,0
2S,,,1
2P,,,1
3,37.0649519,-8.1229173,0
3S,,,1
3P,,,1
4,37.0577049,-8.1221490,0
4S,,,1
4P,,,1
5,37.0649176,-8.1230420,0
5S,,,1
5P,,,1
FinishS,37.0650984,-8.1243624,0
FinishP,37.0646188,-8.1240373,0
