name,lat,lon,skipped
StartS,37.0571063,-8.1388291,0
StartP,37.0563403,-8.1382151,0
1,37.0536150,-8.1448807,0
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0569869,-8.1379352,0
FinishP,37.0569544,-8.1380037,0
