name,lat,lon,skipped
StartS,37.0545876,-8.1435291,0
StartP,37.0533147,-8.1464914,0
1,37.0632473,-8.1502526,0
1S,,,1
1P,,,1
2,37.0583145,-8.1564485,0
2S,,,1
2P,,,1
3,37.0498619,-8.1515129,0
3S,,,1
3P,,,1
4,37.0582817,-8.1564779,0
4S,,,1
4P,,,1
5,37.0498418,-8.1514660,0
5S,,,1
5P,,,1
FinishS,37.0496387,-8.1511473,0
FinishP,37.0498606,-8.1511105,0
