name,lat,lon,skipped
StartS,37.0567565,-8.1641784,0
StartP,37.0564954,-8.1645996,0
1,37.0567059,-8.1664512,0
1S,,,1
1P,,,1
2,37.0587796,-8.1441298,0
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0588676,-8.1441936,0
FinishP,37.0588722,-8.1437932,0
