name,lat,lon,skipped
StartS,37.0636867,-8.1498516,0
StartP,37.0633055,-8.1495305,0
1,37.0596131,-8.1584695,0
1S,,,1
1P,,,1
2,37.0638589,-8.1499847,0
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0641051,-8.1503925,0
FinishP,37.0642071,-8.1503147,0
