name,lat,lon,skipped
StartS,37.0483141,-8.1177135,0
StartP,37.0479823,-8.1189243,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0533046,-8.1216810,0
FinishP,37.0532681,-8.1218185,0
