name,lat,lon,skipped
StartS,39.5047184,2.6900639,0
StartP,39.5049188,2.6913376,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.4904878,2.6988861,0
FinishP,39.4905418,2.6989971,0
