name,lat,lon,skipped
StartS,37.0610903,-8.1321317,0
StartP,37.0606698,-8.1318091,0
1,37.0584052,-8.1378409,0
1S,,,1
1P,,,1
2,37.0608793,-8.1320886,0
2S,,,1
2P,,,1
3,37.0592424,-8.1358215,0
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0607521,-8.1317502,0
FinishP,37.0607053,-8.1318330,0
