name,lat,lon,skipped
StartS,37.0689734,-8.1295887,0
StartP,37.0694419,-8.1287262,0
1,37.0647915,-8.1245409,0
1S,,,1
1P,,,1
2,37.0691601,-8.1288446,0
2S,,,1
2P,,,1
3,37.0644117,-8.1253243,0
3S,,,1
3P,,,1
4,37.0697876,-8.1288761,0
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0698666,-8.1292644,0
FinishP,37.0696981,-8.1292155,0
