name,lat,lon,skipped
StartS,37.0661216,-8.1288118,0
StartP,37.0648381,-8.1279809,0
1,37.0623220,-8.1377670,0
1S,,,1
1P,,,1
2,37.0652969,-8.1282861,0
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0656024,-8.1285065,0
FinishP,37.0657089,-8.1282850,0
