name,lat,lon,skipped
StartS,37.0610836,-8.1321297,0
StartP,37.0607223,-8.1319018,0
1,37.0584403,-8.1378787,0
1S,,,1
1P,,,1
2,37.0590162,-8.1365853,0
2S,,,1
2P,,,1
3,37.0584284,-8.1378735,0
3S,,,1
3P,,,1
4,,,1
4S,37.0606538,-8.1318837,0
4P,37.0609361,-8.1320184,0
5,37.0592928,-8.1358835,0
5S,,,1
5P,,,1
FinishS,37.0607183,-8.1318145,0
FinishP,37.0606834,-8.1319119,0
