name,lat,lon,skipped
StartS,39.5097968,2.6969977,0
StartP,39.5096971,2.6974037,0
1,39.5094978,2.6973483,0
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5198269,2.7151895,0
FinishP,39.5199301,2.7150788,0
