name,lat,lon,skipped
StartS,37.0483115,-8.1177522,0
StartP,37.0480035,-8.1186822,0
1,37.0533218,-8.1216250,0
1S,,,1
1P,,,1
2,,,1
2S,37.0480050,-8.1186826,0
2P,37.0482737,-8.1177192,0
3,37.0533325,-8.1216382,0
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,37.0478565,-8.1180752,0
FinishP,37.0480407,-8.1180967,0
