leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,1,39.52012415070316,2.6917904553417884,39.5168858,2.6781718,253,1222.4184673585216,1222.4184673585216,0,,,,
2,1,2,39.5168858,2.6781718,39.509927,2.6846389,144,952.111197847487,2174.5296652060088,0,,,,
3,2,3,39.509927,2.6846389,39.51185475002845,2.6978819003513763,79,1156.126675427859,3330.656340633868,1,39.5115552,2.6979634,39.5121543,2.6978004
4,3,4,39.51185475002845,2.6978819003513763,39.5098941,2.6846596,259,1155.066880991442,4485.72322162531,0,,,,
5,4,5,39.5098941,2.6846596,39.5121939,2.6978177,77,1157.3999518332982,5643.123173458608,0,,,,
6,5,Finish,39.5121939,2.6978177,39.51362690007385,2.6976909999567624,356,159.7125997481133,5802.835773206722,0,,,,
