leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,Finish,43.51958555010355,16.3732337504498,43.51450810000256,16.36042175002399,241,1177.3059721214843,1177.3059721214843,0,,,,
