name,lat,lon,skipped
StartS,43.5157185,16.3773122,0
StartP,43.5150481,16.3776263,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,43.5109253,16.3639144,0
FinishP,43.5108954,16.3640337,0
