name,lat,lon,skipped
StartS,39.5235873,2.7040200,0
StartP,39.5232900,2.7044088,0
1,39.5161393,2.6941382,0
1S,,,1
1P,,,1
2,39.5241226,2.7056354,0
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5239836,2.7035740,0
FinishP,39.5227763,2.7051563,0
