leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.05672330039554,-8.13852209845038,37.053615,-8.1448807,239,661.7010427560084,661.7010427560084
2,1,Finish,37.053615,-8.1448807,37.056970650004935,-8.13796945000729,59,717.8897581789869,1379.5908009349953
