leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,1,37.059084855851005,-8.127088655791567,37.0522195,-8.1244791,163,797.7424785528301,797.7424785528301,0,,,,
2,1,2,37.0522195,-8.1244791,37.058440250002185,-8.12776524999947,337,750.671738847331,1548.414217400161,1,37.0584385,-8.1277424,37.058442,-8.1277881
3,2,3,37.058440250002185,-8.12776524999947,37.0506299,-8.1267992,174,872.6921777399155,2421.1063951400765,0,,,,
4,3,4,37.0506299,-8.1267992,37.0649118,-8.1229926,12,1623.6010672178484,4044.7074623579247,0,,,,
5,4,Finish,37.0649118,-8.1229926,37.061559700695724,-8.130149948621238,240,736.3770105680626,4781.084472925987,0,,,,
