leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.0609200000978,-8.145631850365021,37.0603665,-8.1472188,246,153.67797352916077,153.67797352916077
2,1,2,37.0603665,-8.1472188,37.0594886,-8.1214388,92,2289.64893998876,2443.3269135179207
3,2,Finish,37.0594886,-8.1214388,37.05996105018667,-8.121283700057347,15,54.30690417220372,2497.6338176901245
