leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.064796400213986,-8.12879879857121,37.0623157,-8.1377724,251,842.6540894942852,842.6540894942852
2,1,2,37.0623157,-8.1377724,37.065276,-8.1283629,68,897.4485419260404,1740.1026314203257
3,2,Finish,37.065276,-8.1283629,37.06553775008115,-8.12836925007889,359,29.1107340649129,1769.2133654852387
