leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.05662595018613,-8.164389000362348,37.0567059,-8.1664512,273,183.2112651139801,183.2112651139801
2,1,2,37.0567059,-8.1664512,37.0587796,-8.1441298,83,1994.1045777927798,2177.31584290676
3,2,Finish,37.0587796,-8.1441298,37.058869900168204,-8.143993400006025,50,15.726258591001654,2193.0421014977615
