leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.05566250533546,-8.141788159056887,37.0677156,-8.1508521,329,1563.0385950080358,1563.0385950080358
2,1,2,37.0677156,-8.1508521,37.0593879,-8.1595264,220,1204.1031206618807,2767.1417156699163
3,2,3,37.0593879,-8.1595264,37.0472476,-8.1505134,149,1569.0974078011168,4336.239123471033
4,3,4,37.0472476,-8.1505134,37.0593973,-8.1595382,329,1570.5304450660735,5906.769568537106
5,4,5,37.0593973,-8.1595382,37.0472448,-8.1504911,149,1571.8081779983227,7478.5777465354295
6,5,Finish,37.0472448,-8.1504911,37.04744135001288,-8.149753199972565,72,69.0384689890588,7547.616215524488
