leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,1,37.06117365071343,-8.133189003117536,37.0526103,-8.1249005,142,1203.183934016594,1203.183934016594,0,,,,
2,1,2,37.0526103,-8.1249005,37.0596115,-8.13216,320,1010.4703218284155,2213.6542558450096,0,,,,
3,2,3,37.0596115,-8.13216,37.0534341,-8.1254249,139,910.5072186591505,3124.16147450416,0,,,,
4,3,4,37.0534341,-8.1254249,37.0594083,-8.1200835,36,816.0629793668738,3940.224453871034,0,,,,
5,4,5,37.0594083,-8.1200835,37.0668999,-8.1282828,319,1105.997877792208,5046.222331663242,0,,,,
6,5,Finish,37.0668999,-8.1282828,37.0668654500011,-8.128733599984116,265,40.18071449853098,5086.403046161773,0,,,,
