leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.06088005010918,-8.131970399552984,37.0584052,-8.1378409,242,589.1378585460201,589.1378585460201
2,1,2,37.0584052,-8.1378409,37.0608793,-8.1320886,62,579.8450792695124,1168.9829378155325
3,2,3,37.0608793,-8.1320886,37.0592424,-8.1358215,241,377.9500286966877,1546.9329665122202
4,3,Finish,37.0592424,-8.1358215,37.0607287000072,-8.131791600012775,65,393.93420419559646,1940.8671707078167
