leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,1,37.0545632008119,-8.143940150457865,37.0631725,-8.1501976,330,1106.686019629817,1106.686019629817,0,,,,
2,1,2,37.0631725,-8.1501976,37.0557198,-8.1454964,153,927.7769004988951,2034.462920128712,0,,,,
3,2,3,37.0557198,-8.1454964,37.0656858,-8.148832,345,1147.0140008323137,3181.476920961026,0,,,,
4,3,4,37.0656858,-8.148832,37.0604468,-8.1562222,228,877.1286626795153,4058.605583640541,0,,,,
5,4,5,37.0604468,-8.1562222,37.0499108,-8.1514817,160,1244.786180935173,5303.391764575714,0,,,,
6,5,Finish,37.0499108,-8.1514817,37.049726500008106,-8.150645950086414,105,76.94856072682005,5380.3403253025335,0,,,,
