leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.0654798507244,-8.128396346485147,37.062322,-8.137767,247,902.5587953693315,902.5587953693315
2,1,2,37.062322,-8.137767,37.0652969,-8.1282861,69,903.9379866843235,1806.496782053655
3,2,Finish,37.0652969,-8.1282861,37.06565565005148,-8.128395750077743,346,41.0604443274284,1847.5572263810832
