leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.06066495010704,-8.131965099436343,37.0584454,-8.1378708,245,579.2491226874743,579.2491226874743
2,1,2,37.0584454,-8.1378708,37.0592654,-8.1358648,63,199.9973201829683,779.2464428704426
3,2,3,37.0592654,-8.1358648,37.0584463,-8.1378728,243,200.10972059854387,979.3561634689864
4,3,4,37.0584463,-8.1378728,37.06081480004774,-8.131913749806472,64,590.7305758442322,1570.0867393132187
5,4,5,37.06081480004774,-8.131913749806472,37.0593041,-8.1358611,244,388.46243442911276,1958.5491737423315
6,5,Finish,37.0593041,-8.1358611,37.06082775004521,-8.131837700058213,65,395.1730499511078,2353.7222236934394
