leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m
1,Start,1,37.06349610010818,-8.14969104959664,37.0596131,-8.1584695,241,890.5953586201576,890.5953586201576
2,1,2,37.0596131,-8.1584695,37.0638589,-8.1499847,58,888.6552383449251,1779.2505969650829
3,2,Finish,37.0638589,-8.1499847,37.06415610000634,-8.150353600026165,315,46.513601311312144,1825.764198276395
