name,lat,lon,skipped
StartS,39.5152568,2.7109331,0
StartP,39.5145432,2.7110372,0
1,39.5170041,2.7031480,0
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5161231,2.7081208,0
FinishP,39.5152874,2.7076111,0
