name,lat,lon,skipped
StartS,39.5121400,2.7071835,0
StartP,39.5121660,2.7074014,0
1,39.5119460,2.7076113,0
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5277741,2.7121862,0
FinishP,39.5277709,2.7117638,0
