name,lat,lon,skipped
StartS,39.5035093,2.6693265,0
StartP,39.5043980,2.6673920,0
1,39.5131145,2.6790257,0
1S,,,1
1P,,,1
2,39.5159903,2.6649367,0
2S,,,1
2P,,,1
3,39.5063853,2.6563933,0
3S,,,1
3P,,,1
4,39.5159801,2.6651113,0
4S,,,1
4P,,,1
5,39.5063408,2.6564619,0
5S,,,1
5P,,,1
FinishS,39.5057688,2.6568576,0
FinishP,39.5058874,2.6570626,0
