name,lat,lon,skipped
StartS,43.5165349,16.3703279,0
StartP,43.5161818,16.3709981,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,43.5108470,16.3638459,0
FinishP,43.5109095,16.3640633,0
