name,lat,lon,skipped
StartS,39.5206810,2.6963974,0
StartP,39.5203026,2.6969080,0
1,39.5163841,2.6813713,0
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5163394,2.6811974,0
FinishP,39.5163608,2.6814065,0
