name,lat,lon,skipped
StartS,39.5152269,2.7109901,0
StartP,39.5148503,2.7106556,0
1,39.5212716,2.7053391,0
1S,,,1
1P,,,1
2,,,1
2S,39.5138837,2.7118484,0
2P,39.5140990,2.7119328,0
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5152343,2.7109869,0
FinishP,39.5147706,2.7105461,0
