leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,1,39.506862752974314,2.668254803906393,39.5143911,2.680031,50,1312.0093690529518,1312.0093690529518,0,,,,
2,1,2,39.5143911,2.680031,39.5177779,2.6716104,298,814.6037799528909,2126.613149005843,0,,,,
3,2,3,39.5177779,2.6716104,39.50977550004387,2.6606855000726455,226,1292.3214168224724,3418.9345658283155,1,39.5097256,2.6607867,39.5098254,2.6605843
4,3,4,39.50977550004387,2.6606855000726455,39.5177641,2.6715966,46,1290.4064562336466,4709.341022061963,0,,,,
5,4,5,39.5177641,2.6715966,39.5097293,2.6607981,226,1286.9785406394258,5996.319562701388,0,,,,
6,5,Finish,39.5097293,2.6607981,39.50870785006586,2.6612867999547234,160,121.07086729684498,6117.390429998233,0,,,,
