name,lat,lon,skipped
StartS,39.5262881,2.7151777,0
StartP,39.5262195,2.7152547,0
1,39.5238067,2.7097408,0
1S,,,1
1P,,,1
2,39.5276103,2.7139865,0
2S,,,1
2P,,,1
3,39.5244226,2.7092738,0
3S,,,1
3P,,,1
4,39.5275577,2.7140750,0
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5266625,2.7149934,0
FinishP,39.5267610,2.7151622,0
