name,lat,lon,skipped
StartS,39.5210399,2.6913853,0
StartP,39.5192084,2.6921956,0
1,39.5168858,2.6781718,0
1S,,,1
1P,,,1
2,39.5099270,2.6846389,0
2S,,,1
2P,,,1
3,,,1
3S,39.5115552,2.6979634,0
3P,39.5121543,2.6978004,0
4,39.5098941,2.6846596,0
4S,,,1
4P,,,1
5,39.5121939,2.6978177,0
5S,,,1
5P,,,1
FinishS,39.5136498,2.6978223,0
FinishP,39.5136040,2.6975597,0
