name,lat,lon,skipped
StartS,37.0547861,-8.1437511,0
StartP,37.0541720,-8.1466843,0
1,37.0670940,-8.1465581,0
1S,,,1
1P,,,1
2,37.0633049,-8.1542908,0
2S,,,1
2P,,,1
3,37.0517244,-8.1527501,0
3S,,,1
3P,,,1
4,37.0615188,-8.1543026,0
4S,,,1
4P,,,1
5,37.0499634,-8.1527692,0
5S,,,1
5P,,,1
FinishS,37.0493786,-8.1521092,0
FinishP,37.0501062,-8.1520197,0
