name,lat,lon,skipped
StartS,39.5165082,2.6837292,0
StartP,39.5168457,2.6848106,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5050019,2.6903972,0
FinishP,39.5050163,2.6905597,0
