name,lat,lon,skipped
StartS,39.5266369,2.7150580,0
StartP,39.5260496,2.7155652,0
1,39.5235159,2.7108818,0
1S,39.5236073,2.7108457,0
1P,,,1
2,39.5260930,2.7155587,0
2S,,,1
2P,,,1
3,39.5236041,2.7109230,0
3S,,,1
3P,,,1
4,39.5261175,2.7155668,0
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5266465,2.7155806,0
FinishP,39.5266214,2.7157256,0
