name,lat,lon,skipped
StartS,43.5197616,16.3730796,0
StartP,43.5194095,16.3733879,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,43.5145678,16.3603975,0
FinishP,43.5144484,16.3604460,0
