name,lat,lon,skipped
StartS,39.5242954,2.6930821,0
StartP,39.5249913,2.6926880,0
1,39.5275228,2.7021953,0
1S,,,1
1P,,,1
2,,,1
2S,39.5241593,2.6909046,0
2P,39.5242170,2.6907820,0
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5242606,2.6930984,0
FinishP,39.5249931,2.6926911,0
