leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,Finish,39.52499990010857,2.6930438016522658,39.52861370002769,2.7094135001595987,74,1460.3634173612302,1460.3634173612302,0,,,,
