timestamp_utc,latitude,longitude,heart_rate,finish_time_utc,elapsed_race_time_s,finished_flag,seg_dist_m,dist_from_start_m,SOG_raw_mpm,COG_raw_deg,geom_leg_id,geom_from_mark,geom_to_mark,geom_leg_bearing_deg,target_lat_deg,target_lon_deg,dist_to_target_m,bearing_to_target_deg,COG_deg,ATB_angle_deg,ATB_offset_deg
2026-03-18T13:08:40+00:00,39.5302970521152,2.7149125188589096,125,2026-03-18T13:19:48.427271+00:00,668,1,0.0,0.0,0.0,0.0,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1430,243,265,22,
2026-03-18T13:08:41+00:00,39.53029152005911,2.7148851100355387,124,2026-03-18T13:19:48.427271+00:00,668,1,2.43,2.43,145.8,255.335,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1428,243,262,19,
2026-03-18T13:08:42+00:00,39.53028422780335,2.7148612216115,123,2026-03-18T13:19:48.427271+00:00,668,1,2.203,4.633,132.18,248.407,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1425,243,261,18,
2026-03-18T13:08:43+00:00,39.53027760609984,2.7148368302732706,123,2026-03-18T13:19:48.427271+00:00,668,1,2.218,6.851,133.08,250.609,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1423,243,260,17,
2026-03-18T13:08:44+00:00,39.53027014620602,2.714814618229866,122,2026-03-18T13:19:48.427271+00:00,668,1,2.078,8.929,124.68,246.47,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1421,243,259,16,
2026-03-18T13:08:45+00:00,39.53026385977864,2.714790645986795,121,2026-03-18T13:19:48.427271+00:00,668,1,2.172,11.1,130.32,251.222,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1419,243,252,9,
2026-03-18T13:08:46+00:00,39.53025874681771,2.7147670928388834,121,2026-03-18T13:19:48.427271+00:00,668,1,2.098,13.199,125.88,254.281,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1417,243,252,9,
2026-03-18T13:08:47+00:00,39.53025346621871,2.7147434558719397,123,2026-03-18T13:19:48.427271+00:00,668,1,2.111,15.309,126.66,253.846,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1415,243,253,10,
2026-03-18T13:08:48+00:00,39.53024910762906,2.7147195674479008,124,2026-03-18T13:19:48.427271+00:00,668,1,2.105,17.414,126.3,256.691,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1413,243,253,10,
2026-03-18T13:08:49+00:00,39.53024231828749,2.7146928291767836,124,2026-03-18T13:19:48.427271+00:00,668,1,2.414,19.829,144.84,251.778,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1410,243,254,11,
2026-03-18T13:08:50+00:00,39.53023779205978,2.714664163067937,125,2026-03-18T13:19:48.427271+00:00,668,1,2.509,22.338,150.54,258.431,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1408,243,255,12,
2026-03-18T13:08:51+00:00,39.530231757089496,2.714639687910676,125,2026-03-18T13:19:48.427271+00:00,668,1,2.204,24.542,132.24,252.271,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1406,243,255,12,
2026-03-18T13:08:52+00:00,39.53022471629083,2.7146136201918125,126,2026-03-18T13:19:48.427271+00:00,668,1,2.369,26.911,142.14,250.7,1,Start,Finish,244,39.52450860015318,2.7000244997857408,1403,243,255,12,
