timestamp_utc,latitude,longitude,heart_rate,finish_time_utc,elapsed_race_time_s,finished_flag,seg_dist_m,dist_from_start_m,SOG_raw_mpm,COG_raw_deg,geom_leg_id,geom_from_mark,geom_to_mark,geom_leg_bearing_deg,target_lat_deg,target_lon_deg,dist_to_target_m,bearing_to_target_deg,COG_deg,ATB_angle_deg,ATB_offset_deg,axis_angle_signed_deg,is_upwind,upwind_dist_remaining_m
2026-05-12T13:33:56+00:00,43.51963404379785,16.373219864442945,133,,-1,0,0.0,0.0,0.0,0.0,1,Start,Finish,241,43.51450810000256,16.36042175002399,1179,241,234,7,,,False,
2026-05-12T13:33:57+00:00,43.51962376758456,16.373204911127687,133,,-1,0,1.661,1.661,99.66,226.538,1,Start,Finish,241,43.51450810000256,16.36042175002399,1177,241,229,12,,,False,
2026-05-12T13:33:58+00:00,43.519613491371274,16.37318995781243,132,,-1,0,1.661,3.322,99.66,226.538,1,Start,Finish,241,43.51450810000256,16.36042175002399,1176,241,229,12,,,False,
2026-05-12T13:33:59+00:00,43.5196016728878,16.373174395412207,131,,-1,0,1.817,5.139,109.02,223.677,1,Start,Finish,241,43.51450810000256,16.36042175002399,1174,241,228,13,,,False,
2026-05-12T13:34:00+00:00,43.51958985440433,16.373158833011985,129,,-1,0,1.817,6.956,109.02,223.677,1,Start,Finish,241,43.51450810000256,16.36042175002399,1172,241,233,8,,,False,
2026-05-12T13:34:01+00:00,43.51957803592086,16.373143270611763,128,,-1,0,1.817,8.773,109.02,223.677,1,Start,Finish,241,43.51450810000256,16.36042175002399,1171,241,238,3,,,False,
2026-05-12T13:34:02+00:00,43.51956504397094,16.373133715242147,127,,-1,0,1.637,10.411,98.22,208.072,1,Start,Finish,241,43.51450810000256,16.36042175002399,1169,241,234,7,,,False,
2026-05-12T13:34:03+00:00,43.51955729071051,16.373122420627624,127,,-1,0,1.254,11.665,75.24,226.57,1,Start,Finish,241,43.51450810000256,16.36042175002399,1168,241,240,1,,,False,
2026-05-12T13:34:04+00:00,43.519549537450075,16.3731111260131,127,,-1,0,1.254,12.919,75.24,226.57,1,Start,Finish,241,43.51450810000256,16.36042175002399,1167,241,240,1,,,False,
2026-05-12T13:34:05+00:00,43.51954178418964,16.373099831398576,127,,-1,0,1.254,14.173,75.24,226.57,1,Start,Finish,241,43.51450810000256,16.36042175002399,1165,241,248,7,,,False,
