name,lat,lon,skipped
StartS,39.5304386,2.7148805,0
StartP,39.5299104,2.7155770,0
1,,,1
1S,,,1
1P,,,1
2,,,1
2S,,,1
2P,,,1
3,,,1
3S,,,1
3P,,,1
4,,,1
4S,,,1
4P,,,1
5,,,1
5S,,,1
5P,,,1
FinishS,39.5244299,2.6998354,0
FinishP,39.5245873,2.7002136,0
