name,lat,lon,skipped
StartS,39.5056168,2.6771414,0
StartP,39.5040621,2.6739167,0
1,39.5149673,2.6711447,0
1S,,,1
1P,,,1
2,,,1
2S,39.5069936,2.6759454,0
2P,39.5070112,2.6762982,0
3,39.5133359,2.6710171,0
3S,,,1
3P,,,1
4,39.5071044,2.6640233,0
4S,,,1
4P,,,1
5,39.5001335,2.6677006,0
5S,,,1
5P,,,1
FinishS,39.4998916,2.6696017,0
FinishP,39.5002742,2.6696995,0
