leg_id,from_mark,to_mark,from_lat_deg,from_lon_deg,to_lat_deg,to_lon_deg,bearing_deg,leg_length_m,cumulative_length_m,to_is_gate,to_gate_s_lat_deg,to_gate_s_lon_deg,to_gate_p_lat_deg,to_gate_p_lon_deg
1,Start,1,39.524643350166336,2.6928850509873428,39.5275228,2.7021953,68,860.3253813338042,860.3253813338042,0,,,,
2,1,2,39.5275228,2.7021953,39.524188150016094,2.690843300025449,249,1041.8634107523571,1902.1887920861614,1,39.5241593,2.6909046,39.524217,2.690782
3,2,Finish,39.524188150016094,2.690843300025449,39.52462685017766,2.69289475107405,75,182.5910338461565,2084.779825932318,0,,,,
